"population","treatment","voc","trait","r","p","n","significance"
"Bon","Herbivore-induced","voc12","seeds",-0.582691129908944,0.0599427310865766,11,""
"Bon","Herbivore-induced","voc13","seeds",-0.0100277040044387,0.976656143418341,11,""
"Bon","Herbivore-induced","voc14","seeds",-0.287036716247655,0.392101328502054,11,""
"Bon","Herbivore-induced","voc15","seeds",-0.0267468840071929,0.937779598203206,11,""
"Bon","Herbivore-induced","voc16","seeds",-0.72809832856234,0.0110676683015484,11,"*"
"Bon","Herbivore-induced","voc17","seeds",0.057346668522521,0.866995945736292,11,""
"Bon","Herbivore-induced","total","seeds",-0.203409865738061,0.548580725212922,11,""
"Bon","Control","voc1","seeds1",0.109889025850197,0.778376434889986,9,""
"Bon","Control","voc2","seeds1",0.337440031017216,0.374505034992336,9,""
"Bon","Control","voc3","seeds1",0.15474198828467,0.69098495280636,9,""
"Bon","Control","voc4","seeds1",0.048166148118521,0.902066233980893,9,""
"Bon","Control","voc5","seeds1",0.378808080927899,0.314722779389243,9,""
"Bon","Control","voc6","seeds1",0.0900729883178801,0.817740892287555,9,""
"Bon","Control","voc7","seeds1",0.314798867528211,0.409323481434065,9,""
"Bon","Control","voc8","seeds1",0.276914577153426,0.470690209434721,9,""
"Bon","Control","voc9","seeds1",0.755793260279838,0.0184847854430077,9,"*"
"Bon","Control","voc10","seeds1",0.340008922660592,0.370646169822726,9,""
"Bon","Control","voc11","seeds1",0.224205228401805,0.561955791146647,9,""
"Bon","Control","voc12","seeds1",0.623434693591143,0.0728302268573207,9,""
"Bon","Control","voc13","seeds1",0.528977656425433,0.143101285832268,9,""
"Bon","Control","voc14","seeds1",0.6453105544028,0.0605263029881643,9,""
"Bon","Control","voc15","seeds1",0.555775568532282,0.1202505225455,9,""
"Bon","Control","voc16","seeds1",0.741462055269505,0.0222256269542459,9,"*"
"Bon","Control","voc17","seeds1",0.564644791932785,0.113203749995351,9,""
"Bon","Control","total","seeds1",0.459844646794279,0.212983687116611,9,""
"Bon","Herbivore-induced","voc1","seeds1",0.511818201757756,0.158973355188108,9,""
"Bon","Herbivore-induced","voc2","seeds1",0.335932245387185,0.376778775254007,9,""
"Bon","Herbivore-induced","voc3","seeds1",0.408309924996945,0.275265956911551,9,""
"Bon","Herbivore-induced","voc4","seeds1",0.586155300104864,0.0971661968711314,9,""
"Bon","Herbivore-induced","voc5","seeds1",0.0224997638146994,0.954183189854123,9,""
"Bon","Herbivore-induced","voc6","seeds1",0.149889480912787,0.700306935976912,9,""
"Bon","Herbivore-induced","voc7","seeds1",0.31329715196118,0.411683307616096,9,""
"Bon","Herbivore-induced","voc8","seeds1",0.445359880006888,0.229620129912103,9,""
"Bon","Herbivore-induced","voc9","seeds1",-0.435375426578709,0.241485784572564,9,""
"Bon","Herbivore-induced","voc10","seeds1",0.298527554602611,0.435217786685767,9,""
"Bon","Herbivore-induced","voc11","seeds1",0.101064882770429,0.795856732671711,9,""
"Bon","Herbivore-induced","voc12","seeds1",0.135208049791887,0.728718180888676,9,""
"Bon","Herbivore-induced","voc13","seeds1",0.212738547453481,0.582626601927649,9,""
"Bon","Herbivore-induced","voc14","seeds1",0.252971741439284,0.511347868975903,9,""
"Bon","Herbivore-induced","voc15","seeds1",0.515153079238385,0.155812569825144,9,""
"Bon","Herbivore-induced","voc16","seeds1",0.436882168163156,0.239674435861877,9,""
"Bon","Herbivore-induced","voc17","seeds1",0.224314763202739,0.56175965536044,9,""
"Bon","Herbivore-induced","total","seeds1",0.374509840117013,0.320695883434865,9,""
"Bon","Control","voc1","seeds2",0.415786181495743,0.203428478927516,11,""
"Bon","Control","voc2","seeds2",0.694771678517813,0.0176533501348423,11,"*"
"Bon","Control","voc3","seeds2",0.771233238434382,0.00544533392352179,11,"**"
"Bon","Control","voc4","seeds2",0.136810679167716,0.688334602124498,11,""
"Bon","Control","voc5","seeds2",0.00992614608767012,0.976892509154396,11,""
"Bon","Control","voc6","seeds2",0.266465372483538,0.428336461944147,11,""
"Bon","Control","voc7","seeds2",0.63360385743276,0.0363420722629114,11,"*"
"Bon","Control","voc8","seeds2",0.544477905995934,0.0833133655219123,11,""
"Bon","Control","voc9","seeds2",0.0134624042525371,0.968663329556641,11,""
"Bon","Control","voc10","seeds2",0.625700700334545,0.0394848871077006,11,"*"
"Bon","Control","voc11","seeds2",0.357400304820263,0.280556097228346,11,""
"Bon","Control","voc12","seeds2",0.0983790367946452,0.773520573891413,11,""
"Bon","Control","voc13","seeds2",0.236934796560596,0.483004292878508,11,""
"Bon","Control","voc14","seeds2",0.206385657594322,0.542618205983301,11,""
"Bon","Control","voc15","seeds2",0.333448193576142,0.316300356642854,11,""
"Bon","Control","voc16","seeds2",-0.0119356809604948,0.972215852864562,11,""
"Bon","Control","voc17","seeds2",0.213277487475845,0.528912298179794,11,""
"Bon","Control","total","seeds2",0.21235900994312,0.530730483270138,11,""
"Bon","Herbivore-induced","voc1","seeds2",0.527407712535577,0.0954647558634329,11,""
"Bon","Herbivore-induced","voc2","seeds2",0.707151908855673,0.0149470793156179,11,"*"
"Bon","Herbivore-induced","voc3","seeds2",0.679123269777015,0.0215546699159272,11,"*"
"Bon","Herbivore-induced","voc4","seeds2",0.329986128489721,0.321660293744402,11,""
"Bon","Herbivore-induced","voc5","seeds2",-0.223132867293189,0.509568932869542,11,""
"Bon","Herbivore-induced","voc6","seeds2",0.450194931613134,0.164690499064518,11,""
"Bon","Herbivore-induced","voc7","seeds2",0.691697875637933,0.0183761831441501,11,"*"
"Bon","Herbivore-induced","voc8","seeds2",0.551282396982873,0.0787708601433435,11,""
"Bon","Herbivore-induced","voc9","seeds2",0.0487881352445945,0.886725875849334,11,""
"Bon","Herbivore-induced","voc10","seeds2",0.674649089478192,0.0227743826417961,11,"*"
"Bon","Herbivore-induced","voc11","seeds2",0.500013646962008,0.117295194981526,11,""
"Bon","Herbivore-induced","voc12","seeds2",0.102440306168348,0.764394605529413,11,""
"Bon","Herbivore-induced","voc13","seeds2",0.578665761870514,0.0621645053684861,11,""
"Bon","Herbivore-induced","voc14","seeds2",0.394462883409245,0.229935946137285,11,""
"Bon","Herbivore-induced","voc15","seeds2",0.388141604621459,0.238162303484562,11,""
"Bon","Herbivore-induced","voc16","seeds2",-0.143188976273676,0.674478735430389,11,""
"Bon","Herbivore-induced","voc17","seeds2",0.61875543102516,0.0423984759438742,11,"*"
"Bon","Herbivore-induced","total","seeds2",0.412182823018069,0.2077732581633,11,""
"Bon","Control","voc1","survival",-0.590302511910348,0.0558902880990398,11,""
"Bon","Control","voc2","survival",-0.220770588288305,0.514177487722174,11,""
"Bon","Control","voc3","survival",-0.161236845277121,0.635772661188837,11,""
"Bon","Control","voc4","survival",-0.510488577724634,0.108602293175631,11,""
"Bon","Control","voc5","survival",-0.792729903234675,0.00361169335446251,11,"**"
"Bon","Control","voc6","survival",-0.708903826713869,0.0145898343111633,11,"*"
"Bon","Control","voc7","survival",-0.139832679147201,0.681758764988566,11,""
"Bon","Control","voc8","survival",-0.170248804366038,0.616740345559964,11,""
"Bon","Control","voc9","survival",-0.815882031048603,0.0021965964013241,11,"**"
"Bon","Control","voc10","survival",-0.0623001741887754,0.85560704147346,11,""
"Bon","Control","voc11","survival",-0.390935583534348,0.23450554783462,11,""
"Bon","Control","voc12","survival",-0.794681787725459,0.00347163163019249,11,"**"
"Bon","Control","voc13","survival",-0.421218660718937,0.196981691139248,11,""
"Bon","Control","voc14","survival",-0.533551743701053,0.0909652109974783,11,""
"Bon","Control","voc15","survival",-0.503131184248474,0.114662781824744,11,""
"Bon","Control","voc16","survival",-0.779654737141699,0.00466051472679766,11,"**"
"Bon","Control","voc17","survival",-0.460275822300936,0.154278756240573,11,""
"Bon","Control","total","survival",-0.706432007215521,0.0150956877177626,11,"*"
"Bon","Herbivore-induced","voc1","survival",-0.307318018299356,0.357939094228083,11,""
"Bon","Herbivore-induced","voc2","survival",0.0333574504797836,0.922437604513605,11,""
"Bon","Herbivore-induced","voc3","survival",-0.0340148578562347,0.920913092954087,11,""
"Bon","Herbivore-induced","voc4","survival",-0.271689191365253,0.418987438622744,11,""
"Bon","Herbivore-induced","voc5","survival",-0.712125382510534,0.0139490149248804,11,"*"
"Bon","Herbivore-induced","voc6","survival",-0.335210141866983,0.3135911394757,11,""
"Bon","Herbivore-induced","voc7","survival",0.0572552228795486,0.867206413694218,11,""
"Bon","Herbivore-induced","voc8","survival",-0.0197010864102261,0.954152508472676,11,""
"Bon","Herbivore-induced","voc9","survival",-0.74477568773079,0.00854749514744819,11,"**"
"Bon","Herbivore-induced","voc10","survival",0.217033499498507,0.521504284530464,11,""
"Bon","Herbivore-induced","voc11","survival",-0.417424850225496,0.201470749810302,11,""
"Bon","Herbivore-induced","voc12","survival",-0.811348390955018,0.0024336690502575,11,"**"
"Bon","Herbivore-induced","voc13","survival",-0.392398117320091,0.232604484419084,11,""
"Bon","Herbivore-induced","voc14","survival",-0.553174483967498,0.0775377370734403,11,""
"Bon","Herbivore-induced","voc15","survival",-0.282248765604014,0.400394844584212,11,""
"Bon","Herbivore-induced","voc16","survival",-0.650426346585506,0.0302409240443522,11,"*"
"Bon","Herbivore-induced","voc17","survival",-0.346334537664668,0.296777605047412,11,""
"Bon","Herbivore-induced","total","survival",-0.55645646122878,0.0754294670556673,11,""
"Bon","Control","voc1","survival1",-0.37782230837307,0.316087688600387,9,""
"Bon","Control","voc2","survival1",-0.379829568742834,0.313311554166364,9,""
"Bon","Control","voc3","survival1",-0.25469096729379,0.508382674976032,9,""
"Bon","Control","voc4","survival1",-0.352885466785355,0.351591809562451,9,""
"Bon","Control","voc5","survival1",-0.446689777456385,0.228064116523382,9,""
"Bon","Control","voc6","survival1",-0.186013234847148,0.631814005891653,9,""
"Bon","Control","voc7","survival1",-0.416046904221557,0.265370479308947,9,""
"Bon","Control","voc8","survival1",-0.433949121011562,0.243207204100164,9,""
"Bon","Control","voc9","survival1",-0.785605156220727,0.0120952974695484,9,"*"
"Bon","Control","voc10","survival1",-0.384793830356896,0.306498812992769,9,""
"Bon","Control","voc11","survival1",-0.302320436143604,0.429118232781847,9,""
"Bon","Control","voc12","survival1",-0.593616601575741,0.0919479348947237,9,""
"Bon","Control","voc13","survival1",-0.54112193741637,0.132454267898775,9,""
"Bon","Control","voc14","survival1",-0.647246243253771,0.0595058841315688,9,""
"Bon","Control","voc15","survival1",-0.553333072429094,0.122236004172209,9,""
"Bon","Control","voc16","survival1",-0.58104478443031,0.100842296294342,9,""
"Bon","Control","voc17","survival1",-0.567095084489619,0.111301851921065,9,""
"Bon","Control","total","survival1",-0.52791310529126,0.144057712042698,9,""
"Bon","Herbivore-induced","voc1","survival1",-0.513151579878824,0.157705174156285,9,""
"Bon","Herbivore-induced","voc2","survival1",-0.326664574235993,0.390896497685335,9,""
"Bon","Herbivore-induced","voc3","survival1",-0.367168238936942,0.33102798144363,9,""
"Bon","Herbivore-induced","voc4","survival1",-0.503428391416751,0.167087793069379,9,""
"Bon","Herbivore-induced","voc5","survival1",-0.250205362797003,0.516133576408944,9,""
"Bon","Herbivore-induced","voc6","survival1",-0.186891325731487,0.630176613476728,9,""
"Bon","Herbivore-induced","voc7","survival1",-0.294170355090493,0.442271768826557,9,""
"Bon","Herbivore-induced","voc8","survival1",-0.493767243942043,0.176720248724497,9,""
"Bon","Herbivore-induced","voc9","survival1",0.120526405582674,0.75741854578978,9,""
"Bon","Herbivore-induced","voc10","survival1",-0.3111505364189,0.415067239866487,9,""
"Bon","Herbivore-induced","voc11","survival1",-0.265013170768966,0.490726784255033,9,""
"Bon","Herbivore-induced","voc12","survival1",-0.518359415078023,0.15280826268018,9,""
"Bon","Herbivore-induced","voc13","survival1",-0.320802109633891,0.39995182787352,9,""
"Bon","Herbivore-induced","voc14","survival1",-0.343489608454353,0.365447993943388,9,""
"Bon","Herbivore-induced","voc15","survival1",-0.504757553920699,0.165786738389748,9,""
"Bon","Herbivore-induced","voc16","survival1",-0.447543532841982,0.227068238473503,9,""
"Bon","Herbivore-induced","voc17","survival1",-0.358503491995134,0.343430757724368,9,""
"Bon","Herbivore-induced","total","survival1",-0.461509357923304,0.211115687634897,9,""
"Bon","Control","voc1","survival2",-0.319942467595873,0.33748247856702,11,""
"Bon","Control","voc2","survival2",-0.0103251177001807,0.975963953006455,11,""
"Bon","Control","voc3","survival2",-0.0357568553519507,0.916874610938524,11,""
"Bon","Control","voc4","survival2",-0.189897491469711,0.575982835424744,11,""
"Bon","Control","voc5","survival2",-0.366821177515846,0.267145071918494,11,""
"Bon","Control","voc6","survival2",-0.292981262054813,0.381924847254207,11,""
"Bon","Control","voc7","survival2",0.0533671212952389,0.876162130731262,11,""
"Bon","Control","voc8","survival2",0.085036222086932,0.803679075919549,11,""
"Bon","Control","voc9","survival2",-0.388757786580694,0.237353022757708,11,""
"Bon","Control","voc10","survival2",0.156380403216496,0.646112420928374,11,""
"Bon","Control","voc11","survival2",-0.00620296591116698,0.985558844395415,11,""
"Bon","Control","voc12","survival2",-0.358293045783956,0.279269446646236,11,""
"Bon","Control","voc13","survival2",0.000474867427442574,0.998894409457258,11,""
"Bon","Control","voc14","survival2",-0.0854116511831724,0.80282701723687,11,""
"Bon","Control","voc15","survival2",-0.0873591611633103,0.798410137204141,11,""
"Bon","Control","voc16","survival2",-0.331282591218678,0.319647452541923,11,""
"Bon","Control","voc17","survival2",-0.0340592340791569,0.920810194138706,11,""
"Bon","Control","total","survival2",-0.260459077640599,0.439207627823858,11,""
"Bon","Herbivore-induced","voc1","survival2",-0.0526430709532833,0.877831352915026,11,""
"Bon","Herbivore-induced","voc2","survival2",0.147539799987561,0.665078739518587,11,""
"Bon","Herbivore-induced","voc3","survival2",0.0531885542855052,0.87657375643423,11,""
"Bon","Herbivore-induced","voc4","survival2",0.0572597394559658,0.867196018324819,11,""
"Bon","Herbivore-induced","voc5","survival2",-0.346153955963101,0.297046500607978,11,""
"Bon","Herbivore-induced","voc6","survival2",-0.0203268725552982,0.952697588995571,11,""
"Bon","Herbivore-induced","voc7","survival2",0.154072940455795,0.651045090752723,11,""
"Bon","Herbivore-induced","voc8","survival2",0.225788613954629,0.504409187315063,11,""
"Bon","Herbivore-induced","voc9","survival2",-0.402566522537796,0.219636265227297,11,""
"Bon","Herbivore-induced","voc10","survival2",0.249978043719807,0.458484437839819,11,""
"Bon","Herbivore-induced","voc11","survival2",-0.0906197354297011,0.791027192465325,11,""
"Bon","Herbivore-induced","voc12","survival2",-0.409841712241989,0.210625416699709,11,""
"Bon","Herbivore-induced","voc13","survival2",-0.0992575882434835,0.771544182211604,11,""
"Bon","Herbivore-induced","voc14","survival2",-0.175206567908931,0.60635872907178,11,""
"Bon","Herbivore-induced","voc15","survival2",0.0321975676881072,0.92512791272974,11,""
"Bon","Herbivore-induced","voc16","survival2",-0.256031329201132,0.447304048044012,11,""
"Bon","Herbivore-induced","voc17","survival2",-0.06228446964813,0.85564311076292,11,""
"Bon","Herbivore-induced","total","survival2",-0.165476898124154,0.626792636590547,11,""
"Cai","Control","voc1","adults",-0.199412312832619,0.476139826333266,15,""
"Cai","Control","voc2","adults",-0.280951104564806,0.310419885707981,15,""
"Cai","Control","voc3","adults",-0.24116620572562,0.386552315114185,15,""
"Cai","Control","voc4","adults",-0.208387058441495,0.456088201048181,15,""
"Cai","Control","voc5","adults",-0.389562716804401,0.15119555516888,15,""
"Cai","Control","voc6","adults",-0.259898833175395,0.349543941760518,15,""
"Cai","Control","voc7","adults",-0.220942936106526,0.428753792992997,15,""
"Cai","Control","voc8","adults",-0.378942961266106,0.163643437299259,15,""
"Cai","Control","voc9","adults",-0.371246533927005,0.173076900538044,15,""
"Cai","Control","voc10","adults",-0.23033114945972,0.408877886105155,15,""
"Cai","Control","voc11","adults",-0.38069368794183,0.161546133093781,15,""
"Cai","Control","voc12","adults",-0.404314788394676,0.134980457611973,15,""
"Cai","Control","voc13","adults",-0.217276377511812,0.436647949353059,15,""
"Cai","Control","voc14","adults",-0.233932920193465,0.401382850034977,15,""
"Cai","Control","voc15","adults",-0.190355526059546,0.496795744147988,15,""
"Cai","Control","voc16","adults",-0.273309515663332,0.32431532737353,15,""
"Cai","Control","voc17","adults",-0.24648872733539,0.375830244208939,15,""
"Cai","Control","total","adults",-0.378461199394433,0.164223716987904,15,""
"Cai","Herbivore-induced","voc1","adults",-0.116815083429292,0.678436400318656,15,""
"Cai","Herbivore-induced","voc2","adults",-0.284654340460763,0.303812333392135,15,""
"Cai","Herbivore-induced","voc3","adults",-0.246634556303152,0.375538770041104,15,""
"Cai","Herbivore-induced","voc4","adults",0.0431844347576419,0.878546034727449,15,""
"Cai","Herbivore-induced","voc5","adults",-0.308779910133196,0.262802019048767,15,""
"Cai","Herbivore-induced","voc6","adults",-0.40057172794574,0.138977620753604,15,""
"Cai","Herbivore-induced","voc7","adults",-0.320067327224451,0.244833432071696,15,""
"Cai","Herbivore-induced","voc8","adults",-0.45029127813799,0.092120781813838,15,""
"Cai","Herbivore-induced","voc9","adults",-0.401559508440271,0.137915103051014,15,""
"Cai","Herbivore-induced","voc10","adults",-0.307270604480583,0.265263691815106,15,""
"Cai","Herbivore-induced","voc11","adults",-0.278072530211405,0.315613103363679,15,""
"Cai","Herbivore-induced","voc12","adults",-0.291634666024637,0.291583017253442,15,""
"Cai","Herbivore-induced","voc13","adults",-0.0907049897507452,0.747842419833738,15,""
"Cai","Herbivore-induced","voc14","adults",-0.0265064894912842,0.925293038347761,15,""
"Cai","Herbivore-induced","voc15","adults",-0.109892941882732,0.696629616055574,15,""
"Cai","Herbivore-induced","voc16","adults",-0.274985727094866,0.321237310315511,15,""
"Cai","Herbivore-induced","voc17","adults",-0.0496154897214754,0.860611335695414,15,""
"Cai","Herbivore-induced","total","adults",-0.212089303768222,0.447940219459936,15,""
"Cai","Control","voc1","adults1",-0.218178122220683,0.434699689612714,15,""
"Cai","Control","voc2","adults1",-0.233867548231743,0.401518234610081,15,""
"Cai","Control","voc3","adults1",-0.206126046969332,0.461100044639093,15,""
"Cai","Control","voc4","adults1",-0.225736555656458,0.418544185657337,15,""
"Cai","Control","voc5","adults1",-0.309514089116235,0.261609604167607,15,""
"Cai","Control","voc6","adults1",-0.273901834552709,0.323225733841643,15,""
"Cai","Control","voc7","adults1",-0.264877846171076,0.340052685479398,15,""
"Cai","Control","voc8","adults1",-0.461963590544126,0.0829880086635211,15,""
"Cai","Control","voc9","adults1",-0.279744767973587,0.312590160485364,15,""
"Cai","Control","voc10","adults1",-0.262471109097021,0.344622243727516,15,""
"Cai","Control","voc11","adults1",-0.269998534550151,0.330444628491364,15,""
"Cai","Control","voc12","adults1",-0.304036961373724,0.27058456118581,15,""
"Cai","Control","voc13","adults1",-0.21044534685986,0.451549264429918,15,""
"Cai","Control","voc14","adults1",-0.196547361362934,0.482628794852757,15,""
"Cai","Control","voc15","adults1",-0.142448547750902,0.612552026239098,15,""
"Cai","Control","voc16","adults1",-0.13516961743278,0.631008715756127,15,""
"Cai","Control","voc17","adults1",-0.122584891970676,0.663396264568691,15,""
"Cai","Control","total","adults1",-0.304281074868078,0.270180652751694,15,""
"Cai","Herbivore-induced","voc1","adults1",-0.121284178953117,0.666776668215499,15,""
"Cai","Herbivore-induced","voc2","adults1",-0.225606288380793,0.418819957450513,15,""
"Cai","Herbivore-induced","voc3","adults1",-0.224829406840944,0.420466541519374,15,""
"Cai","Herbivore-induced","voc4","adults1",-0.0346298072082516,0.902486703044064,15,""
"Cai","Herbivore-induced","voc5","adults1",-0.23121520226875,0.40703149090567,15,""
"Cai","Herbivore-induced","voc6","adults1",-0.40508456111574,0.134168209831492,15,""
"Cai","Herbivore-induced","voc7","adults1",-0.304385653616036,0.270007728733156,15,""
"Cai","Herbivore-induced","voc8","adults1",-0.392085966237579,0.148333943165186,15,""
"Cai","Herbivore-induced","voc9","adults1",-0.285034443467823,0.303138813620997,15,""
"Cai","Herbivore-induced","voc10","adults1",-0.320485872632598,0.244182111204784,15,""
"Cai","Herbivore-induced","voc11","adults1",-0.192658323144467,0.491504304290099,15,""
"Cai","Herbivore-induced","voc12","adults1",-0.187956112124543,0.502337423818724,15,""
"Cai","Herbivore-induced","voc13","adults1",-0.105231453980595,0.708968963684476,15,""
"Cai","Herbivore-induced","voc14","adults1",-0.00639826408635371,0.981944992762569,15,""
"Cai","Herbivore-induced","voc15","adults1",-0.0856938054352501,0.761389626367651,15,""
"Cai","Herbivore-induced","voc16","adults1",-0.217340840553272,0.436508527526362,15,""
"Cai","Herbivore-induced","voc17","adults1",0.00281518642290054,0.992055456471552,15,""
"Cai","Herbivore-induced","total","adults1",-0.138984136667218,0.62131040477103,15,""
"Cai","Control","voc1","adults2",-0.145691961653303,0.604396195244811,15,""
"Cai","Control","voc2","adults2",-0.288712692240398,0.29666631580559,15,""
"Cai","Control","voc3","adults2",-0.241726955088208,0.385415041409695,15,""
"Cai","Control","voc4","adults2",-0.154815068794311,0.581689514662759,15,""
"Cai","Control","voc5","adults2",-0.417081068089935,0.12193646133637,15,""
"Cai","Control","voc6","adults2",-0.201750124918738,0.4708761472719,15,""
"Cai","Control","voc7","adults2",-0.135155202319291,0.631045473194821,15,""
"Cai","Control","voc8","adults2",-0.223104809200188,0.424133701692222,15,""
"Cai","Control","voc9","adults2",-0.414742076786641,0.124258817902579,15,""
"Cai","Control","voc10","adults2",-0.156404276451285,0.577770312665937,15,""
"Cai","Control","voc11","adults2",-0.444437711973741,0.096957949536462,15,""
"Cai","Control","voc12","adults2",-0.45239477039898,0.0904248795413932,15,""
"Cai","Control","voc13","adults2",-0.189703952979212,0.498297775711986,15,""
"Cai","Control","voc14","adults2",-0.238331706593765,0.392328524565306,15,""
"Cai","Control","voc15","adults2",-0.213781070285084,0.444241318615951,15,""
"Cai","Control","voc16","adults2",-0.385662169290093,0.155691446110267,15,""
"Cai","Control","voc17","adults2",-0.347044119709892,0.205037233361403,15,""
"Cai","Control","total","adults2",-0.401123744787605,0.138383157198642,15,""
"Cai","Herbivore-induced","voc1","adults2",-0.092750431399559,0.74233216594991,15,""
"Cai","Herbivore-induced","voc2","adults2",-0.305393507676604,0.268344632721437,15,""
"Cai","Herbivore-induced","voc3","adults2",-0.231284545611535,0.406886848522922,15,""
"Cai","Herbivore-induced","voc4","adults2",0.124482269087766,0.658475999560175,15,""
"Cai","Herbivore-induced","voc5","adults2",-0.346612997305286,0.205638456903102,15,""
"Cai","Herbivore-induced","voc6","adults2",-0.330323194861789,0.22918175058303,15,""
"Cai","Herbivore-induced","voc7","adults2",-0.285828209979527,0.301735122562563,15,""
"Cai","Herbivore-induced","voc8","adults2",-0.443144051937256,0.0980505766070834,15,""
"Cai","Herbivore-induced","voc9","adults2",-0.468528019352091,0.0781447564081379,15,""
"Cai","Herbivore-induced","voc10","adults2",-0.242314087508974,0.384226187921231,15,""
"Cai","Herbivore-induced","voc11","adults2",-0.329807297873393,0.229953739550272,15,""
"Cai","Herbivore-induced","voc12","adults2",-0.361894427180872,0.185011349669217,15,""
"Cai","Herbivore-induced","voc13","adults2",-0.059470334003087,0.833253456191147,15,""
"Cai","Herbivore-induced","voc14","adults2",-0.0450197370213623,0.873421851327403,15,""
"Cai","Herbivore-induced","voc15","adults2",-0.119492072939019,0.671443895263065,15,""
"Cai","Herbivore-induced","voc16","adults2",-0.295704265838331,0.284589567506459,15,""
"Cai","Herbivore-induced","voc17","adults2",-0.101057469648087,0.72007521781211,15,""
"Cai","Herbivore-induced","total","adults2",-0.260581153980638,0.348234611325007,15,""
"Cai","Control","voc1","fitness",0.447303736589241,0.0945678080474799,15,""
"Cai","Control","voc2","fitness",0.0721556057943408,0.798301735983489,15,""
"Cai","Control","voc3","fitness",0.193948988506542,0.48855025756678,15,""
"Cai","Control","voc4","fitness",0.516768119754172,0.0485582964434235,15,"*"
"Cai","Control","voc5","fitness",0.0841543244983808,0.765564589006286,15,""
"Cai","Control","voc6","fitness",0.268014013801141,0.334149723038816,15,""
"Cai","Control","voc7","fitness",0.349908295939314,0.201071505452852,15,""
"Cai","Control","voc8","fitness",0.233864752591159,0.40152402488643,15,""
"Cai","Control","voc9","fitness",0.00508498621335422,0.985650482701242,15,""
"Cai","Control","voc10","fitness",0.322131831066252,0.241631126253351,15,""
"Cai","Control","voc11","fitness",0.114801792168561,0.68371139505894,15,""
"Cai","Control","voc12","fitness",0.0782313293905486,0.78168233452402,15,""
"Cai","Control","voc13","fitness",0.347330817320618,0.204638040265815,15,""
"Cai","Control","voc14","fitness",0.298854864801058,0.279244541428329,15,""
"Cai","Control","voc15","fitness",0.271704524333356,0.327278316804221,15,""
"Cai","Control","voc16","fitness",0.226284788821526,0.417384623326606,15,""
"Cai","Control","voc17","fitness",0.471158221377158,0.0762620848320462,15,""
"Cai","Control","total","fitness",0.167191913499433,0.551460814535511,15,""
"Cai","Herbivore-induced","voc1","fitness",0.323176204939342,0.240021086537312,15,""
"Cai","Herbivore-induced","voc2","fitness",0.0849070050154707,0.763522617509777,15,""
"Cai","Herbivore-induced","voc3","fitness",0.149896386066828,0.593888230508976,15,""
"Cai","Herbivore-induced","voc4","fitness",0.35691179399644,0.191582794758642,15,""
"Cai","Herbivore-induced","voc5","fitness",0.205123571956314,0.463330788449608,15,""
"Cai","Herbivore-induced","voc6","fitness",0.175619433133282,0.531275835300183,15,""
"Cai","Herbivore-induced","voc7","fitness",0.313289032453806,0.255530522922014,15,""
"Cai","Herbivore-induced","voc8","fitness",0.127448226177996,0.650810742522124,15,""
"Cai","Herbivore-induced","voc9","fitness",0.042913370993099,0.87930323164077,15,""
"Cai","Herbivore-induced","voc10","fitness",0.356053567677776,0.192729705687902,15,""
"Cai","Herbivore-induced","voc11","fitness",0.29833112825935,0.280128879490052,15,""
"Cai","Herbivore-induced","voc12","fitness",0.172251478088556,0.539302827119759,15,""
"Cai","Herbivore-induced","voc13","fitness",0.499814279309514,0.0578066269461444,15,""
"Cai","Herbivore-induced","voc14","fitness",0.328313505247433,0.232198206653166,15,""
"Cai","Herbivore-induced","voc15","fitness",0.257881546830468,0.353431013927685,15,""
"Cai","Herbivore-induced","voc16","fitness",0.262005771417729,0.345509710582165,15,""
"Cai","Herbivore-induced","voc17","fitness",0.155397412473279,0.580252108209055,15,""
"Cai","Herbivore-induced","total","fitness",0.352558549899963,0.197446074190588,15,""
"Cai","Control","voc1","fitness1",0.223639769895089,0.422994414250038,15,""
"Cai","Control","voc2","fitness1",0.214738250945063,0.442155337835693,15,""
"Cai","Control","voc3","fitness1",0.265803250813114,0.338304796108774,15,""
"Cai","Control","voc4","fitness1",0.313978510899231,0.25442960496625,15,""
"Cai","Control","voc5","fitness1",0.0672486649216228,0.811783328542391,15,""
"Cai","Control","voc6","fitness1",0.198684764973936,0.47778369035157,15,""
"Cai","Control","voc7","fitness1",0.32282185841209,0.24056661167919,15,""
"Cai","Control","voc8","fitness1",0.110612513160678,0.694731037135962,15,""
"Cai","Control","voc9","fitness1",0.156094621546805,0.578533106006497,15,""
"Cai","Control","voc10","fitness1",0.255960098209112,0.357155644116921,15,""
"Cai","Control","voc11","fitness1",0.359553091016448,0.188080754924835,15,""
"Cai","Control","voc12","fitness1",0.093547272017141,0.740188665141662,15,""
"Cai","Control","voc13","fitness1",0.266543705280946,0.33690989695631,15,""
"Cai","Control","voc14","fitness1",0.12145558027877,0.666330873796171,15,""
"Cai","Control","voc15","fitness1",0.290674388739616,0.293247880553353,15,""
"Cai","Control","voc16","fitness1",0.11962983106146,0.67108473025223,15,""
"Cai","Control","voc17","fitness1",0.363585240426262,0.182815121500213,15,""
"Cai","Control","total","fitness1",0.180819878325892,0.518987139983788,15,""
"Cai","Herbivore-induced","voc1","fitness1",0.175759128645751,0.530944047941732,15,""
