ID;population;PopGen;Gen;Treat;n;larva_emitter;H_E;herbivory_emitter;(E)-2-Methyl-2-butenal;?-pinene;?-pinene;5-Methyl-2-heptanone;6-Methyl-5-heptene-2-one;butanoic acid, butyl ester;2-Ethyl-1-hexanol;acetophenone ;nonanal ;cis-2-nonenal;dodecane;decanal;tridecane;tetradecane;dodecanal;trans-geranylaceone;tetradecanal;Sum
C64o3;C;C64;64;c;3;0;3;0;5.39190218;4.802422425;1.462279386;5.092675049;12.38979121;5.559580113;4.043626716;2.029888107;23.65696159;1.347560272;15.05930326;11.86027223;8.433867805;3.981116622;12.41973699;3.910658669;2.797104626;124.2387473
C1h1;C;C1;1;h;1;0.04;4;7;10.56033826;2.687111619;2.014223531;4.880642514;19.98218578;2.239301208;2.925870559;0.710297221;12.60959667;1.591335444;0.98146764;8.702639524;13.38486341;15.10920096;19.82862147;10.25898405;3.495771779;131.9624516
C1h2;C;C1;1;h;2;0.0238;3;30;9.202753197;2.569193794;1.222188247;5.938869489;23.23832704;3.960921972;3.35737743;1.756970138;11.87523774;1.932344254;15.05539417;10.19982999;14.42015301;18.16266;22.23718956;19.51200166;0;164.6414117
C1h3;C;C1;1;h;3;0.029;3;14;3.47928214;2.232226257;0.63730636;1.504158274;1.277259117;0;1.239910611;0;2.494636145;0.558933796;4.228212555;2.451210727;2.224855551;1.058367761;7.2378425;0.368128556;1.174279959;32.16661031
C5h1;C;C5;5;h;1;0.0348;4;14;0.090730246;0.006611133;0;0.032146885;0.104185947;0.079530889;0.0092042;0.003435489;0.114636099;0.003905826;0.047239982;0.065712839;0.020536612;0.016514852;0.096437298;0.221309698;0.062454832;0.974592827
C5h2;C;C5;5;h;2;0.0365;3;7;4.096530626;1.640003015;0;0;11.86704817;0.575697424;2.068866093;0.731112549;30.11241072;0.359890196;3.501322294;5.408629776;1.542680897;1.354644991;6.386706702;3.803094357;1.366134189;74.81477201
C5h3;C;C5;5;h;3;0.0344;4;12;1.046170764;0.59327212;0;0.291787562;3.748264014;0.172118135;0.258797381;0.084437308;4.276655446;0.139800407;0.945739156;1.611625812;0.472102905;0.420023336;1.539207461;0.800488141;0.339925346;16.74041529
C8h1;C;C8;8;h;1;0.0303;3;12;8.178765782;1.544600081;0.580477721;5.456918851;7.628101392;0.880489713;1.827024434;0.998281208;8.273156581;0.686094916;7.031966104;3.963065959;12.29451871;41.55852172;28.9988865;2.703711106;10.97874637;143.5833271
C8h2;C;C8;8;h;2;0.0372;4;30;12.17571867;3.311517169;1.478720274;8.46568943;29.35912527;2.848503798;3.168987144;1.603529455;12.03170808;1.720384028;11.38229939;9.907450663;14.89075978;41.51123761;30.58930312;23.21830571;8.775569697;216.4388093
C8h3;C;C8;8;h;3;0.0346;3;0;5.500923508;4.074210676;0.771485314;1.263266381;0;0.662395563;2.284938423;0;1.951421739;0;6.562847763;1.525067888;3.860813729;2.588972329;19.45440649;0;1.929141745;52.42989155
C13h1;C;C13;13;h;1;0.0273;4;12;0.155726118;0.023474925;0.009230478;0.04850438;0.154276175;0;0.019824372;0.017420004;0.068708518;0.007047272;0.035374604;0.042771104;0.013040293;0.008714928;0.122602693;0.058723761;0.052394976;0.837834598
C13h3;C;C13;13;h;3;0.0403;4;11;6.643016028;2.523010746;0.828808378;3.018592439;2.058474008;0.539409267;1.877750015;0.459600423;1.399323542;0.495850854;1.671455705;1.19973287;1.685238792;1.403330489;6.017266947;2.413350397;0.937849148;35.17206005
C15h1;C;C15;15;h;1;0.0283;3;14;5.299001072;1.502768831;0.63835164;2.68711857;9.161951518;1.118675539;1.384952786;1.023745851;10.3178749;0.895646244;3.885131458;6.396810531;2.342688114;2.934402874;6.627007724;5.074645167;1.729679862;63.02045268
C15h2;C;C15;15;h;2;0.0372;4;16;3.660735516;0.996840266;0.68107431;1.49360473;6.42755618;0.982336873;1.017564717;0.80038353;8.994896019;0.50237113;2.646862474;4.907561818;1.537322365;1.68243874;4.956282365;3.128788423;1.477146452;45.89376591
C15h3;C;C15;15;h;3;0.0312;4;9;1.524228545;0.485497384;0.197250774;0.7661165;3.957487959;0.461538462;0.587720821;0.194123151;3.060722096;0.232391075;2.023647701;2.803107696;1.40330922;1.384645171;3.550788171;1.989623894;0.837436562;25.45963518
C19h1;C;C19;19;h;1;0.0322;3;35;5.425963517;1.109346233;0.516107444;2.448575864;8.660695393;0.745554867;0.885888596;0.620713498;7.160360776;0.403998189;3.243976196;5.479979895;2.165809065;2.033289551;4.536342759;4.660101135;1.15237717;51.24908015
C19h2;C;C19;19;h;2;0.0379;3;45;1.517585302;0.419061417;0.220419948;0.68048294;6.906414698;0.331968504;0.655490814;0.23648399;4.687542257;0.208272966;1.232202625;2.739060367;0.725346982;0.900103937;3.780088189;2.969139108;0.659231496;28.86889554
C19h3;C;C19;19;h;3;0.0377;2;25;6.431370303;1.60324157;0.491580232;2.399893955;8.879069554;0.572776576;1.417944497;0.906690319;10.50519587;0.547548367;4.339219261;6.1464925;2.513578;2.322579378;7.57003381;3.600636269;2.050181487;62.29803195
C26h1;C;C26;26;h;1;0.0367;3;20;6.44924141;1.934920753;0.972457732;4.009428661;6.73166741;1.952807113;1.455029997;0.542953708;7.245281538;0.838646768;0.629352802;4.216673277;5.398875337;8.885744625;5.699774406;2.188593882;2.162799346;61.31424876
C26h2;C;C26;26;h;2;0.0268;4;18;5.587892039;1.397241742;0.888850702;3.633916623;7.600268367;1.185644922;1.501096868;0.757837122;5.96838095;0.87886189;0.526343115;5.784260674;6.397015056;10.03776882;13.48531294;4.569841247;6.214583958;76.41511704
C26h3;C;C26;26;h;3;0.0285;3;14;1.763677191;1.467269975;0.398714858;1.407381047;0;0;0.704953612;0.290422583;1.026625098;0;2.155247079;1.088679321;1.42360321;0.595761637;2.726463704;0;0.447652009;15.49645132
C30h1;C;C30;30;h;1;0.0424;3;25;13.82747511;19.32944448;4.411937547;6.662717419;63.29362554;4.811546824;6.22082178;2.825875977;56.32767204;2.377426267;13.00471074;39.18261596;18.95065541;35.1822142;39.89832525;31.41940541;9.509027603;367.2354975
C30h2;C;C30;30;h;2;0.0344;3;27;4.798153568;4.558175318;1.120982141;2.574063576;16.42595185;1.388888246;1.501478919;0.703973221;20.21465345;1.151825414;3.162295468;11.8627941;5.713429049;12.72093741;9.796857827;9.384495837;3.17798705;110.2569424
C30h3;C;C30;30;h;3;0.0437;4;0;5.005540247;0.448126315;0;2.179235411;0.748264676;0.939074726;1.22242957;0.519091469;3.583685049;0.184147802;5.507772623;1.844099899;2.166038811;0.795499204;8.746195077;0.414344181;2.905193763;37.20873882
C34h1;C;C34;34;h;1;0.0378;4;15;2.621025873;0.863392322;0.45870625;1.160164187;6.667177153;0.678705816;1.005252263;0.534023055;7.002749571;0.417540009;3.506361858;5.818136315;2.373495332;1.924064644;4.797736318;3.392713841;1.113797229;44.33504204
C34h2;C;C34;34;h;2;0.0388;4;24;3.426996731;1.124411036;0.403558746;0.92049246;8.885051949;0.859323104;1.611834855;0.38843078;6.462194214;0.53297727;4.237834986;3.43959081;2.563427247;2.901832123;3.866804194;3.268759714;0.98699334;45.88051356
C34h3;C;C34;34;h;3;0.0377;4;3;4.109546456;1.054975315;0.528294118;1.038849877;19.01073518;0.859422748;1.306999022;1.386972731;13.32211213;0.504995524;2.703619063;8.211594904;2.144751206;1.432176084;3.910847369;8.220981578;1.040757431;70.78763074
C43h2;C;C43;43;h;2;0.0378;4;26;6.843383325;2.200002914;0.89798223;3.138322326;1.168401266;0.387871524;1.638681146;0;1.787403783;0.341585583;1.866701152;1.089242325;1.427006568;0.936119135;3.022745901;0.25124312;0.756556204;27.7532485
C43h3;C;C43;43;h;3;0.0336;4;15;2.571646291;1.084416541;0.473237326;1.231837642;6.344997368;0.490529989;0.691548223;0.340515448;5.437313867;0.280623383;2.503574492;3.399104352;1.346550855;1.462131001;2.557081433;2.924517849;0.619138073;33.75876413
C45h1;C;C45;45;h;1;0.025;3;9;0.984995975;0;0;0.807004571;0;0;0;0.296839943;0.27972223;0;0.526828056;0.218836677;0.226326071;0;0.881061866;0;0.21624599;4.437861377
C45h2;C;C45;45;h;2;0.0294;3;12;2.735947905;2.522279019;0.415198371;1.418343762;0;0.593330028;1.128934252;0;1.47907092;0.621122694;4.320002546;0.907973015;2.376756931;1.496017177;4.215866306;0;0.989723045;25.22056597
C45h3;C;C45;45;h;3;0.02;3;8;5.106339928;7.38533565;1.596089345;1.833924752;1.247946238;0.682347365;2.507935543;1.441443467;3.165978028;1.488923051;12.24781864;2.095767305;6.518046374;4.472796763;16.78828626;1.122356844;3.217322088;72.91865764
C50h1;C;C50;50;h;1;0.0305;4;16;10.07895031;13.64879046;3.526745264;2.303064774;42.29255735;2.766364419;3.831374973;1.653754858;37.72397309;1.957371961;11.26461209;20.41278775;7.63777674;12.9930104;19.48729312;21.15375815;7.295864758;220.0280505
C50h2;C;C50;50;h;2;0.0343;3;45;16.00917932;15.18267038;4.136656857;5.617762273;48.93510164;6.651137183;5.099637505;2.495975522;35.87233732;2.022139502;10.81744655;23.71241059;8.766843367;16.24099121;24.8492526;21.92886516;5.998372669;254.3367796
C55h1;C;C55;55;h;1;0.0344;2;5;12.91258923;2.841666879;1.758961008;7.992683155;25.27235679;4.289525851;5.037868926;1.643856828;14.96198644;1.7947625;10.14584344;12.83433302;6.990224355;7.15354314;8.833039809;10.58293984;2.67261373;137.7187949
C55h2;C;C55;55;h;2;0.0275;3;55;7.352532875;1.629361079;0.594566309;3.536512451;10.66858615;7.620814913;2.369268531;1.275439041;8.613047804;1.323097645;8.872577178;3.305418673;12.51783384;32.4174293;15.02841682;10.20253616;4.701170463;132.0286092
C55h3;C;C55;55;h;3;0.0368;3;2;5.409532572;4.988181526;0;3.008048531;0;0;2.520207347;1.509159318;3.605816485;1.129195371;8.171682038;2.56683048;5.285438593;3.823426011;9.852097031;0;1.767789422;53.63740472
C61h1;C;C61;61;h;1;0.0305;4;17;1.665164233;2.367718285;0.86855202;0.485305737;8.183011298;0.191582096;1.547068843;0.589520076;3.771359014;0.401560239;1.387540661;2.144474772;0.90372282;0.678450125;3.067358111;2.345966774;0.726342442;31.32469755
C61h2;C;C61;61;h;2;0.0375;4;18;1.836575536;0.871459885;0.346150327;0.738273792;3.951493825;0;0.512367785;0.279291083;2.836615049;0.223235714;0.706259385;1.595015868;0.474665485;0.361494117;1.255339547;0.821882682;0.407436061;17.21755614
C61h3;C;C61;61;h;3;0.0341;4;7;3.198460175;1.956229185;0.674899568;1.271709701;6.832412207;0.660347898;1.48291257;0.994704853;7.637709749;0.481670647;1.815720116;3.300617368;1.373942768;1.073053854;3.70679424;2.267648492;0.957515035;39.68634843
C64h1;C;C64;64;h;1;0.0309;4;12;10.48390382;4.512317779;1.231563527;3.356215164;15.06338431;3.095549879;3.874732028;2.15124339;23.75769973;0.877358153;12.33424146;11.07151279;5.758968129;4.974292554;25.31289303;5.830856081;5.862914463;139.5496463
C64h2;C;C64;64;h;2;0.0364;4;26;1.164267989;0.736141314;0.174125795;0.421408184;1.459090928;0.605580883;0.41876217;0.28271102;6.037119558;0.204409018;1.564065461;1.332909916;0.880970488;0.724563805;2.636839747;0.3793008;0.537968448;19.56023552
C64h3;C;C64;64;h;3;0.0324;3;10;1.305668879;0.906161769;0.349626807;0.508080772;2.22393338;0.645634973;0.492808545;0.308147752;4.209638601;0.206179075;1.473240353;1.344707519;0.815948109;0.641366248;1.409699811;0.466513587;0.258597538;17.56595372
