ID;population;Gen;Treat;H_E;GLVs;Monoterpenes;Aromatic compounds ;Long-chain alkanes;Alcohols and esters;GLVsg;Monoterpenesg;Aromatic compoundsg;Long-chain alkanesg;Alcohols and estersg
C55h2;C;55;h;3;10.66858615;0.594566309;;8.872577178;;10.66958615;0.595566309;;8.873577178;
C55h3;C;55;h;3;0;0;;8.171682038;;0.001;0.001;;8.172682038;
C61h1;C;61;h;4;8.183011298;0.86855202;;1.387540661;;8.184011298;0.86955202;;1.388540661;
C61h2;C;61;h;4;3.951493825;0.346150327;;0.706259385;;3.952493825;0.347150327;;0.707259385;
C61h3;C;61;h;4;6.832412207;0.674899568;;1.815720116;;6.833412207;0.675899568;;1.816720116;
C64h1;C;64;h;4;15.06338431;1.231563527;;12.33424146;;15.06438431;1.232563527;;12.33524146;
C64h2;C;64;h;4;1.459090928;0.174125795;;1.564065461;;1.460090928;0.175125795;;1.565065461;
C64h3;C;64;h;3;2.22393338;0.349626807;;1.473240353;;2.22493338;0.350626807;;1.474240353;
B3o1;B;3;c;4;6.319674109;;;;;6.320674109;;;;
B3o2;B;3;c;3;1.026769492;;;;;1.027769492;;;;
B3o3;B;3;c;3;1.969125756;;;;;1.970125756;;;;
B14o1;B;14;c;3;1.04432092;;;;;1.04532092;;;;
B14o2;B;14;c;3;0.727584817;;;;;0.728584817;;;;
B14o3;B;14;c;3;0.752141699;;;;;0.753141699;;;;
B24o1;B;24;c;4;4.017308505;;;;;4.018308505;;;;
B24o2;B;24;c;4;3.889927318;;;;;3.890927318;;;;
B24o3;B;24;c;3;6.152435484;;;;;6.153435484;;;;
B28o1;B;28;c;4;61.72072044;;;;;61.72172044;;;;
B28o2;B;28;c;3;3.88269172;;;;;3.88369172;;;;
B28o3;B;28;c;3;4.447189079;;;;;4.448189079;;;;
B30o1;B;30;c;3;7.761164711;;;;;7.762164711;;;;
B30o2;B;30;c;4;0.534936832;;;;;0.535936832;;;;
B30o3;B;30;c;4;3.674238639;;;;;3.675238639;;;;
B37o1;B;37;c;3;4.530636693;;;;;4.531636693;;;;
B37o2;B;37;c;3;5.686441849;;;;;5.687441849;;;;
B37o3;B;37;c;3;2.007733743;;;;;2.008733743;;;;
B53o1;B;53;c;4;4.847067394;;;;;4.848067394;;;;
B53o2;B;53;c;3;8.321092122;;;;;8.322092122;;;;
B53o3;B;53;c;3;3.169299245;;;;;3.170299245;;;;
B56o2;B;56;c;3;1.626033696;;;;;1.627033696;;;;
B56o3;B;56;c;3;1.19705745;;;;;1.19805745;;;;
B57o1;B;57;c;4;8.827013732;;;;;8.828013732;;;;
B57o2;B;57;c;4;3.372865638;;;;;3.373865638;;;;
B57o3;B;57;c;4;8.279149937;;;;;8.280149937;;;;
B60o1;B;60;c;3;6.172706594;;;;;6.173706594;;;;
B60o3;B;60;c;3;0.382730702;;;;;0.383730702;;;;
B61o1;B;61;c;3;57.01102192;;;;;57.01202192;;;;
B61o2;B;61;c;3;77.20150033;;;;;77.20250033;;;;
B61o3;B;61;c;3;5.331802241;;;;;5.332802241;;;;
B3h1;B;3;h;3;2.413545084;;;;;2.414545084;;;;
B3h2;B;3;h;3;5.889691103;;;;;5.890691103;;;;
B3h3;B;3;h;3;15.80572869;;;;;15.80672869;;;;
B14h1;B;14;h;3;10.92330421;;;;;10.92430421;;;;
B14h2;B;14;h;4;1.787936816;;;;;1.788936816;;;;
B14h3;B;14;h;3;2.628639656;;;;;2.629639656;;;;
B24h1;B;24;h;3;10.19301039;;;;;10.19401039;;;;
B24h2;B;24;h;3;4.355621046;;;;;4.356621046;;;;
B24h3;B;24;h;3;5.099515991;;;;;5.100515991;;;;
B28h1;B;28;h;3;21.50251734;;;;;21.50351734;;;;
B28h2;B;28;h;3;6.871077237;;;;;6.872077237;;;;
B28h3;B;28;h;3;12.12486236;;;;;12.12586236;;;;
B30h1;B;30;h;3;6.294059497;;;;;6.295059497;;;;
B30h2;B;30;h;3;17.33401238;;;;;17.33501238;;;;
B30h3;B;30;h;2;4.856371783;;;;;4.857371783;;;;
B37h1;B;37;h;4;5.379188794;;;;;5.380188794;;;;
B37h2;B;37;h;4;11.48114764;;;;;11.48214764;;;;
B37h3;B;37;h;4;27.15714249;;;;;27.15814249;;;;
B53h1;B;53;h;3;0.058227484;;;;;0.059227484;;;;
B53h2;B;53;h;3;6.023250432;;;;;6.024250432;;;;
B53h3;B;53;h;4;14.60544475;;;;;14.60644475;;;;
B56h1;B;56;h;3;1.309494284;;;;;1.310494284;;;;
B56h2;B;56;h;4;6.842265022;;;;;6.843265022;;;;
B56h3;B;56;h;4;1.236494135;;;;;1.237494135;;;;
B57h1;B;57;h;4;3.972805113;;;;;3.973805113;;;;
B57h2;B;57;h;4;4.072519008;;;;;4.073519008;;;;
B57h3;B;57;h;3;8.727665639;;;;;8.728665639;;;;
B60h1;B;60;h;3;9.131627417;;;;;9.132627417;;;;
B60h2;B;60;h;4;7.057242494;;;;;7.058242494;;;;
B60h3;B;60;h;3;6.282317144;;;;;6.283317144;;;;
B61h1;B;61;h;3;18.30388872;;;;;18.30488872;;;;
B61h2;B;61;h;3;27.33169711;;;;;27.33269711;;;;
B61h3;B;61;h;3;38.00024699;;;;;38.00124699;;;;
C1o1;C;1;c;4;6.294647659;;;;;6.295647659;;;;
C1o2;C;1;c;3;10.09718941;;;;;10.09818941;;;;
C1o3;C;1;c;3;1.548548276;;;;;1.549548276;;;;
C5o1;C;5;c;3;2.495756079;;;;;2.496756079;;;;
C5o2;C;5;c;3;0.572724001;;;;;0.573724001;;;;
C5o3;C;5;c;3;21.39943005;;;;;21.40043005;;;;
C8o1;C;8;c;4;7.163602251;;;;;7.164602251;;;;
C8o2;C;8;c;3;6.986833682;;;;;6.987833682;;;;
C8o3;C;8;c;3;0.684453097;;;;;0.685453097;;;;
C13o1;C;13;c;3;1.38402254;;;;;1.38502254;;;;
C13o2;C;13;c;3;0.983885344;;;;;0.984885344;;;;
C13o3;C;13;c;3;0.878109155;;;;;0.879109155;;;;
C15o1;C;15;c;4;5.336926991;;;;;5.337926991;;;;
C15o2;C;15;c;3;7.788671297;;;;;7.789671297;;;;
C15o3;C;15;c;4;4.58567736;;;;;4.58667736;;;;
C19o2;C;19;c;4;8.832149961;;;;;8.833149961;;;;
C19o3;C;19;c;4;2.147775841;;;;;2.148775841;;;;
C26o1;C;26;c;3;3.929006398;;;;;3.930006398;;;;
C26o2;C;26;c;3;6.194419776;;;;;6.195419776;;;;
C26o3;C;26;c;4;1.270689422;;;;;1.271689422;;;;
C30o1;C;30;c;3;44.54695512;;;;;44.54795512;;;;
C30o2;C;30;c;4;32.62487188;;;;;32.62587188;;;;
C30o3;C;30;c;3;4.741323847;;;;;4.742323847;;;;
C34o1;C;34;c;3;8.611346234;;;;;8.612346234;;;;
C34o2;C;34;c;3;9.120536156;;;;;9.121536156;;;;
C34o3;C;34;c;4;7.417508797;;;;;7.418508797;;;;
C43o2;C;43;c;4;7.230571974;;;;;7.231571974;;;;
C43o3;C;43;c;4;1.054108897;;;;;1.055108897;;;;
C45o1;C;45;c;3;0.679907205;;;;;0.680907205;;;;
C45o2;C;45;c;3;2.34584476;;;;;2.34684476;;;;
C45o3;C;45;c;3;4.522851506;;;;;4.523851506;;;;
C50o1;C;50;c;3;89.84205038;;;;;89.84305038;;;;
C50o2;C;50;c;4;65.9352312;;;;;65.9362312;;;;
C50o3;C;50;c;4;0.469803315;;;;;0.470803315;;;;
C55o1;C;55;c;3;7.260389137;;;;;7.261389137;;;;
C55o2;C;55;c;3;17.52190637;;;;;17.52290637;;;;
C55o3;C;55;c;3;1.22839613;;;;;1.22939613;;;;
C61o1;C;61;c;4;7.660503422;;;;;7.661503422;;;;
C61o2;C;61;c;4;4.366840759;;;;;4.367840759;;;;
C61o3;C;61;c;4;1.764517674;;;;;1.765517674;;;;
C64o1;C;64;c;3;3.645382806;;;;;3.646382806;;;;
C64o2;C;64;c;4;8.958215043;;;;;8.959215043;;;;
C64o3;C;64;c;3;23.65696159;;;;;23.65796159;;;;
C1h1;C;1;h;4;12.60959667;;;;;12.61059667;;;;
C1h2;C;1;h;3;11.87523774;;;;;11.87623774;;;;
C1h3;C;1;h;3;2.494636145;;;;;2.495636145;;;;
C5h1;C;5;h;4;0.114636099;;;;;0.115636099;;;;
C5h2;C;5;h;3;30.11241072;;;;;30.11341072;;;;
C5h3;C;5;h;4;4.276655446;;;;;4.277655446;;;;
C8h1;C;8;h;3;8.273156581;;;;;8.274156581;;;;
C8h2;C;8;h;4;12.03170808;;;;;12.03270808;;;;
C8h3;C;8;h;3;1.951421739;;;;;1.952421739;;;;
C13h1;C;13;h;4;0.068708518;;;;;0.069708518;;;;
C13h3;C;13;h;4;1.399323542;;;;;1.400323542;;;;
C15h1;C;15;h;3;10.3178749;;;;;10.3188749;;;;
C15h2;C;15;h;4;8.994896019;;;;;8.995896019;;;;
C15h3;C;15;h;4;3.060722096;;;;;3.061722096;;;;
C19h1;C;19;h;3;7.160360776;;;;;7.161360776;;;;
C19h2;C;19;h;3;4.687542257;;;;;4.688542257;;;;
C19h3;C;19;h;2;10.50519587;;;;;10.50619587;;;;
C26h1;C;26;h;3;7.245281538;;;;;7.246281538;;;;
C26h2;C;26;h;4;5.96838095;;;;;5.96938095;;;;
C26h3;C;26;h;3;1.026625098;;;;;1.027625098;;;;
C30h1;C;30;h;3;56.32767204;;;;;56.32867204;;;;
C30h2;C;30;h;3;20.21465345;;;;;20.21565345;;;;
C30h3;C;30;h;4;3.583685049;;;;;3.584685049;;;;
C34h1;C;34;h;4;7.002749571;;;;;7.003749571;;;;
C34h2;C;34;h;4;6.462194214;;;;;6.463194214;;;;
C34h3;C;34;h;4;13.32211213;;;;;13.32311213;;;;
C43h2;C;43;h;4;1.787403783;;;;;1.788403783;;;;
C43h3;C;43;h;4;5.437313867;;;;;5.438313867;;;;
C45h1;C;45;h;3;0.27972223;;;;;0.28072223;;;;
C45h2;C;45;h;3;1.47907092;;;;;1.48007092;;;;
C45h3;C;45;h;3;3.165978028;;;;;3.166978028;;;;
C50h1;C;50;h;4;37.72397309;;;;;37.72497309;;;;
C50h2;C;50;h;3;35.87233732;;;;;35.87333732;;;;
C55h1;C;55;h;2;14.96198644;;;;;14.96298644;;;;
C55h2;C;55;h;3;8.613047804;;;;;8.614047804;;;;
C55h3;C;55;h;3;3.605816485;;;;;3.606816485;;;;
C61h1;C;61;h;4;3.771359014;;;;;3.772359014;;;;
C61h2;C;61;h;4;2.836615049;;;;;2.837615049;;;;
C61h3;C;61;h;4;7.637709749;;;;;7.638709749;;;;
C64h1;C;64;h;4;23.75769973;;;;;23.75869973;;;;
C64h2;C;64;h;4;6.037119558;;;;;6.038119558;;;;
C64h3;C;64;h;3;4.209638601;;;;;4.210638601;;;;
B3o1;B;3;c;4;0.490046335;;;;;0.491046335;;;;
B3o2;B;3;c;3;0.141060309;;;;;0.142060309;;;;
B3o3;B;3;c;3;0.228275862;;;;;0.229275862;;;;
B14o1;B;14;c;3;0.155243722;;;;;0.156243722;;;;
B14o2;B;14;c;3;0.144801213;;;;;0.145801213;;;;
B14o3;B;14;c;3;0.225508993;;;;;0.226508993;;;;
B24o1;B;24;c;4;1.834992249;;;;;1.835992249;;;;
B24o2;B;24;c;4;2.892415998;;;;;2.893415998;;;;
B24o3;B;24;c;3;4.533281117;;;;;4.534281117;;;;
B28o1;B;28;c;4;2.291486918;;;;;2.292486918;;;;
B28o2;B;28;c;3;1.277947538;;;;;1.278947538;;;;
B28o3;B;28;c;3;0.698419265;;;;;0.699419265;;;;
B30o1;B;30;c;3;0.406261046;;;;;0.407261046;;;;
B30o2;B;30;c;4;0.013239278;;;;;0.014239278;;;;
B30o3;B;30;c;4;0.135061263;;;;;0.136061263;;;;
B37o1;B;37;c;3;0.056980926;;;;;0.057980926;;;;
B37o2;B;37;c;3;0.050113701;;;;;0.051113701;;;;
B37o3;B;37;c;3;0.070574484;;;;;0.071574484;;;;
B53o1;B;53;c;4;1.662904977;;;;;1.663904977;;;;
B53o2;B;53;c;3;0.306870195;;;;;0.307870195;;;;
B53o3;B;53;c;3;0.194664227;;;;;0.195664227;;;;
B56o2;B;56;c;3;0.238213062;;;;;0.239213062;;;;
B56o3;B;56;c;3;0.237846813;;;;;0.238846813;;;;
B57o1;B;57;c;4;5.244226959;;;;;5.245226959;;;;
B57o2;B;57;c;4;1.101997307;;;;;1.102997307;;;;
B57o3;B;57;c;4;2.973677475;;;;;2.974677475;;;;
B60o1;B;60;c;3;3.679926718;;;;;3.680926718;;;;
B60o3;B;60;c;3;0.008562829;;;;;0.009562829;;;;
B61o1;B;61;c;3;1.940222032;;;;;1.941222032;;;;
B61o2;B;61;c;3;2.527086796;;;;;2.528086796;;;;
B61o3;B;61;c;3;0.271098574;;;;;0.272098574;;;;
B3h1;B;3;h;3;0.165949748;;;;;0.166949748;;;;
B3h2;B;3;h;3;0.505090907;;;;;0.506090907;;;;
B3h3;B;3;h;3;1.311122493;;;;;1.312122493;;;;
B14h1;B;14;h;3;0.521771953;;;;;0.522771953;;;;
B14h2;B;14;h;4;0.244627743;;;;;0.245627743;;;;
B14h3;B;14;h;3;0.290110263;;;;;0.291110263;;;;
B24h1;B;24;h;3;3.554724897;;;;;3.555724897;;;;
B24h2;B;24;h;3;2.338457307;;;;;2.339457307;;;;
B24h3;B;24;h;3;2.973585489;;;;;2.974585489;;;;
B28h1;B;28;h;3;1.260392504;;;;;1.261392504;;;;
B28h2;B;28;h;3;0.614578475;;;;;0.615578475;;;;
B28h3;B;28;h;3;0.90120255;;;;;0.90220255;;;;
B30h1;B;30;h;3;0.112886247;;;;;0.113886247;;;;
B30h2;B;30;h;3;0.376740139;;;;;0.377740139;;;;
B30h3;B;30;h;2;0;;;;;0.001;;;;
B37h1;B;37;h;4;0.118861326;;;;;0.119861326;;;;
B37h2;B;37;h;4;0.278334524;;;;;0.279334524;;;;
B37h3;B;37;h;4;1.813522716;;;;;1.814522716;;;;
B53h1;B;53;h;3;0.028392035;;;;;0.029392035;;;;
B53h2;B;53;h;3;0.140195822;;;;;0.141195822;;;;
B53h3;B;53;h;4;0.443175962;;;;;0.444175962;;;;
B56h1;B;56;h;3;0.442703006;;;;;0.443703006;;;;
B56h2;B;56;h;4;0.325684251;;;;;0.326684251;;;;
B56h3;B;56;h;4;0.61977333;;;;;0.62077333;;;;
B57h1;B;57;h;4;2.480372134;;;;;2.481372134;;;;
B57h2;B;57;h;4;2.348005064;;;;;2.349005064;;;;
B57h3;B;57;h;3;3.329031958;;;;;3.330031958;;;;
B60h1;B;60;h;3;5.282460457;;;;;5.283460457;;;;
B60h2;B;60;h;4;3.067752577;;;;;3.068752577;;;;
B60h3;B;60;h;3;0.446838536;;;;;0.447838536;;;;
B61h1;B;61;h;3;0.419979498;;;;;0.420979498;;;;
B61h2;B;61;h;3;0.71737397;;;;;0.71837397;;;;
B61h3;B;61;h;3;0;;;;;0.001;;;;
C1o1;C;1;c;4;1.42654565;;;;;1.42754565;;;;
C1o2;C;1;c;3;2.009203879;;;;;2.010203879;;;;
C1o3;C;1;c;3;0.427216695;;;;;0.428216695;;;;
C5o1;C;5;c;3;0;;;;;0.001;;;;
C5o2;C;5;c;3;0;;;;;0.001;;;;
C5o3;C;5;c;3;0;;;;;0.001;;;;
C8o1;C;8;c;4;1.05261324;;;;;1.05361324;;;;
C8o2;C;8;c;3;1.249584992;;;;;1.250584992;;;;
C8o3;C;8;c;3;0;;;;;0.001;;;;
C13o1;C;13;c;3;0.133323226;;;;;0.134323226;;;;
C13o2;C;13;c;3;0.178012567;;;;;0.179012567;;;;
C13o3;C;13;c;3;0.199930681;;;;;0.200930681;;;;
C15o1;C;15;c;4;0.646592668;;;;;0.647592668;;;;
C15o2;C;15;c;3;0.271688967;;;;;0.272688967;;;;
C15o3;C;15;c;4;0.507792307;;;;;0.508792307;;;;
C19o2;C;19;c;4;0.486700372;;;;;0.487700372;;;;
C19o3;C;19;c;4;0.438935302;;;;;0.439935302;;;;
C26o1;C;26;c;3;0.908193941;;;;;0.909193941;;;;
C26o2;C;26;c;3;1.346301649;;;;;1.347301649;;;;
C26o3;C;26;c;4;0;;;;;0.001;;;;
C30o1;C;30;c;3;1.413375006;;;;;1.414375006;;;;
C30o2;C;30;c;4;1.056120408;;;;;1.057120408;;;;
C30o3;C;30;c;3;0.59772041;;;;;0.59872041;;;;
C34o1;C;34;c;3;0.411378183;;;;;0.412378183;;;;
C34o2;C;34;c;3;0.410777826;;;;;0.411777826;;;;
C34o3;C;34;c;4;0.356742738;;;;;0.357742738;;;;
C43o2;C;43;c;4;0.219363379;;;;;0.220363379;;;;
C43o3;C;43;c;4;0.37133823;;;;;0.37233823;;;;
C45o1;C;45;c;3;0;;;;;0.001;;;;
C45o2;C;45;c;3;1.039222284;;;;;1.040222284;;;;
C45o3;C;45;c;3;1.487021703;;;;;1.488021703;;;;
C50o1;C;50;c;3;4.175678303;;;;;4.176678303;;;;
C50o2;C;50;c;4;1.559885171;;;;;1.560885171;;;;
C50o3;C;50;c;4;0;;;;;0.001;;;;
C55o1;C;55;c;3;0.903540509;;;;;0.904540509;;;;
C55o2;C;55;c;3;2.249651368;;;;;2.250651368;;;;
C55o3;C;55;c;3;0;;;;;0.001;;;;
C61o1;C;61;c;4;1.045934346;;;;;1.046934346;;;;
C61o2;C;61;c;4;0.2986269;;;;;0.2996269;;;;
C61o3;C;61;c;4;0.140587853;;;;;0.141587853;;;;
C64o1;C;64;c;3;0.25996838;;;;;0.26096838;;;;
C64o2;C;64;c;4;0.145450495;;;;;0.146450495;;;;
C64o3;C;64;c;3;1.347560272;;;;;1.348560272;;;;
C1h1;C;1;h;4;1.591335444;;;;;1.592335444;;;;
C1h2;C;1;h;3;1.932344254;;;;;1.933344254;;;;
C1h3;C;1;h;3;0.558933796;;;;;0.559933796;;;;
C5h1;C;5;h;4;0.003905826;;;;;0.004905826;;;;
C5h2;C;5;h;3;0.359890196;;;;;0.360890196;;;;
C5h3;C;5;h;4;0.139800407;;;;;0.140800407;;;;
C8h1;C;8;h;3;0.686094916;;;;;0.687094916;;;;
C8h2;C;8;h;4;1.720384028;;;;;1.721384028;;;;
C8h3;C;8;h;3;0;;;;;0.001;;;;
C13h1;C;13;h;4;0.007047272;;;;;0.008047272;;;;
C13h3;C;13;h;4;0.495850854;;;;;0.496850854;;;;
C15h1;C;15;h;3;0.895646244;;;;;0.896646244;;;;
C15h2;C;15;h;4;0.50237113;;;;;0.50337113;;;;
C15h3;C;15;h;4;0.232391075;;;;;0.233391075;;;;
C19h1;C;19;h;3;0.403998189;;;;;0.404998189;;;;
C19h2;C;19;h;3;0.208272966;;;;;0.209272966;;;;
C19h3;C;19;h;2;0.547548367;;;;;0.548548367;;;;
C26h1;C;26;h;3;0.838646768;;;;;0.839646768;;;;
C26h2;C;26;h;4;0.87886189;;;;;0.87986189;;;;
C26h3;C;26;h;3;0;;;;;0.001;;;;
C30h1;C;30;h;3;2.377426267;;;;;2.378426267;;;;
C30h2;C;30;h;3;1.151825414;;;;;1.152825414;;;;
C30h3;C;30;h;4;0.184147802;;;;;0.185147802;;;;
C34h1;C;34;h;4;0.417540009;;;;;0.418540009;;;;
C34h2;C;34;h;4;0.53297727;;;;;0.53397727;;;;
C34h3;C;34;h;4;0.504995524;;;;;0.505995524;;;;
C43h2;C;43;h;4;0.341585583;;;;;0.342585583;;;;
C43h3;C;43;h;4;0.280623383;;;;;0.281623383;;;;
C45h1;C;45;h;3;0;;;;;0.001;;;;
C45h2;C;45;h;3;0.621122694;;;;;0.622122694;;;;
C45h3;C;45;h;3;1.488923051;;;;;1.489923051;;;;
C50h1;C;50;h;4;1.957371961;;;;;1.958371961;;;;
C50h2;C;50;h;3;2.022139502;;;;;2.023139502;;;;
C55h1;C;55;h;2;1.7947625;;;;;1.7957625;;;;
C55h2;C;55;h;3;1.323097645;;;;;1.324097645;;;;
C55h3;C;55;h;3;1.129195371;;;;;1.130195371;;;;
C61h1;C;61;h;4;0.401560239;;;;;0.402560239;;;;
C61h2;C;61;h;4;0.223235714;;;;;0.224235714;;;;
C61h3;C;61;h;4;0.481670647;;;;;0.482670647;;;;
C64h1;C;64;h;4;0.877358153;;;;;0.878358153;;;;
C64h2;C;64;h;4;0.204409018;;;;;0.205409018;;;;
C64h3;C;64;h;3;0.206179075;;;;;0.207179075;;;;
B3o1;B;3;c;4;2.747879665;;;;;2.748879665;;;;
B3o2;B;3;c;3;0.72992805;;;;;0.73092805;;;;
B3o3;B;3;c;3;0.917332495;;;;;0.918332495;;;;
B14o1;B;14;c;3;0.976175853;;;;;0.977175853;;;;
B14o2;B;14;c;3;0.543119823;;;;;0.544119823;;;;
B14o3;B;14;c;3;0.726115739;;;;;0.727115739;;;;
B24o1;B;24;c;4;3.353639631;;;;;3.354639631;;;;
B24o2;B;24;c;4;4.030670878;;;;;4.031670878;;;;
B24o3;B;24;c;3;5.466381278;;;;;5.467381278;;;;
B28o1;B;28;c;4;34.11306291;;;;;34.11406291;;;;
B28o2;B;28;c;3;2.292685227;;;;;2.293685227;;;;
B28o3;B;28;c;3;3.560758143;;;;;3.561758143;;;;
B30o1;B;30;c;3;2.471916558;;;;;2.472916558;;;;
B30o2;B;30;c;4;0.165733643;;;;;0.166733643;;;;
B30o3;B;30;c;4;2.212194591;;;;;2.213194591;;;;
B37o1;B;37;c;3;0.847364248;;;;;0.848364248;;;;
B37o2;B;37;c;3;0.942259267;;;;;0.943259267;;;;
B37o3;B;37;c;3;0.773476578;;;;;0.774476578;;;;
B53o1;B;53;c;4;3.467622438;;;;;3.468622438;;;;
B53o2;B;53;c;3;3.305339127;;;;;3.306339127;;;;
B53o3;B;53;c;3;2.379131961;;;;;2.380131961;;;;
B56o2;B;56;c;3;1.882681275;;;;;1.883681275;;;;
B56o3;B;56;c;3;0.958975137;;;;;0.959975137;;;;
B57o1;B;57;c;4;8.338218214;;;;;8.339218214;;;;
B57o2;B;57;c;4;2.003352973;;;;;2.004352973;;;;
B57o3;B;57;c;4;5.838745541;;;;;5.839745541;;;;
B60o1;B;60;c;3;5.215502424;;;;;5.216502424;;;;
B60o3;B;60;c;3;0.132011416;;;;;0.133011416;;;;
B61o1;B;61;c;3;30.01514375;;;;;30.01614375;;;;
B61o2;B;61;c;3;39.39486327;;;;;39.39586327;;;;
B61o3;B;61;c;3;2.692083217;;;;;2.693083217;;;;
B3h1;B;3;h;3;1.203878893;;;;;1.204878893;;;;
B3h2;B;3;h;3;2.982188153;;;;;2.983188153;;;;
B3h3;B;3;h;3;6.611733186;;;;;6.612733186;;;;
B14h1;B;14;h;3;9.247595242;;;;;9.248595242;;;;
B14h2;B;14;h;4;0.79820152;;;;;0.79920152;;;;
B14h3;B;14;h;3;2.645791088;;;;;2.646791088;;;;
B24h1;B;24;h;3;5.394526557;;;;;5.395526557;;;;
B24h2;B;24;h;3;3.147652167;;;;;3.148652167;;;;
B24h3;B;24;h;3;4.303034984;;;;;4.304034984;;;;
B28h1;B;28;h;3;18.99760956;;;;;18.99860956;;;;
B28h2;B;28;h;3;5.964709785;;;;;5.965709785;;;;
B28h3;B;28;h;3;6.497464503;;;;;6.498464503;;;;
B30h1;B;30;h;3;1.858349088;;;;;1.859349088;;;;
B30h2;B;30;h;3;4.997298941;;;;;4.998298941;;;;
B30h3;B;30;h;2;2.358897119;;;;;2.359897119;;;;
B37h1;B;37;h;4;1.319320337;;;;;1.320320337;;;;
B37h2;B;37;h;4;3.7920362;;;;;3.7930362;;;;
B37h3;B;37;h;4;12.59736762;;;;;12.59836762;;;;
B53h1;B;53;h;3;0.040159543;;;;;0.041159543;;;;
B53h2;B;53;h;3;3.077545264;;;;;3.078545264;;;;
B53h3;B;53;h;4;7.270217085;;;;;7.271217085;;;;
B56h1;B;56;h;3;1.182644351;;;;;1.183644351;;;;
B56h2;B;56;h;4;5.876339055;;;;;5.877339055;;;;
B56h3;B;56;h;4;1.313947716;;;;;1.314947716;;;;
B57h1;B;57;h;4;4.242750285;;;;;4.243750285;;;;
B57h2;B;57;h;4;3.325738945;;;;;3.326738945;;;;
B57h3;B;57;h;3;6.857775781;;;;;6.858775781;;;;
B60h1;B;60;h;3;8.161588752;;;;;8.162588752;;;;
B60h2;B;60;h;4;5.830480555;;;;;5.831480555;;;;
B60h3;B;60;h;3;2.65944973;;;;;2.66044973;;;;
B61h1;B;61;h;3;13.50013751;;;;;13.50113751;;;;
B61h2;B;61;h;3;14.52233752;;;;;14.52333752;;;;
B61h3;B;61;h;3;13.84179601;;;;;13.84279601;;;;
C1o1;C;1;c;4;4.636931438;;;;;4.637931438;;;;
C1o2;C;1;c;3;5.665684656;;;;;5.666684656;;;;
C1o3;C;1;c;3;0.8664633;;;;;0.8674633;;;;
C5o1;C;5;c;3;2.075153222;;;;;2.076153222;;;;
C5o2;C;5;c;3;0.32759593;;;;;0.32859593;;;;
C5o3;C;5;c;3;5.688568894;;;;;5.689568894;;;;
C8o1;C;8;c;4;11.21854731;;;;;11.21954731;;;;
C8o2;C;8;c;3;5.94645589;;;;;5.94745589;;;;
C8o3;C;8;c;3;0.626943804;;;;;0.627943804;;;;
C13o1;C;13;c;3;0.834974542;;;;;0.835974542;;;;
C13o2;C;13;c;3;0.596085143;;;;;0.597085143;;;;
C13o3;C;13;c;3;0.632102547;;;;;0.633102547;;;;
C15o1;C;15;c;4;4.718837807;;;;;4.719837807;;;;
C15o2;C;15;c;3;3.968859771;;;;;3.969859771;;;;
C15o3;C;15;c;4;3.506509927;;;;;3.507509927;;;;
C19o2;C;19;c;4;6.785012416;;;;;6.786012416;;;;
C19o3;C;19;c;4;1.012789261;;;;;1.013789261;;;;
C26o1;C;26;c;3;2.317387935;;;;;2.318387935;;;;
C26o2;C;26;c;3;3.726325222;;;;;3.727325222;;;;
C26o3;C;26;c;4;1.022491232;;;;;1.023491232;;;;
C30o1;C;30;c;3;25.01193273;;;;;25.01293273;;;;
C30o2;C;30;c;4;13.87953762;;;;;13.88053762;;;;
C30o3;C;30;c;3;3.863421715;;;;;3.864421715;;;;
C34o1;C;34;c;3;6.803199182;;;;;6.804199182;;;;
C34o2;C;34;c;3;5.935446674;;;;;5.936446674;;;;
C34o3;C;34;c;4;4.325434387;;;;;4.326434387;;;;
C43o2;C;43;c;4;3.575021549;;;;;3.576021549;;;;
C43o3;C;43;c;4;0.819334579;;;;;0.820334579;;;;
C45o1;C;45;c;3;0.474681571;;;;;0.475681571;;;;
C45o2;C;45;c;3;1.373559448;;;;;1.374559448;;;;
C45o3;C;45;c;3;3.406766504;;;;;3.407766504;;;;
C50o1;C;50;c;3;52.5449757;;;;;52.5459757;;;;
C50o2;C;50;c;4;23.08685281;;;;;23.08785281;;;;
C50o3;C;50;c;4;0.349316737;;;;;0.350316737;;;;
C55o1;C;55;c;3;5.356283605;;;;;5.357283605;;;;
C55o2;C;55;c;3;19.93479427;;;;;19.93579427;;;;
C55o3;C;55;c;3;1.221385266;;;;;1.222385266;;;;
C61o1;C;61;c;4;5.922663264;;;;;5.923663264;;;;
C61o2;C;61;c;4;1.806300651;;;;;1.807300651;;;;
C61o3;C;61;c;4;0.804114948;;;;;0.805114948;;;;
C64o1;C;64;c;3;1.528686943;;;;;1.529686943;;;;
C64o2;C;64;c;4;4.334136854;;;;;4.335136854;;;;
C64o3;C;64;c;3;11.86027223;;;;;11.86127223;;;;
C1h1;C;1;h;4;8.702639524;;;;;8.703639524;;;;
C1h2;C;1;h;3;10.19982999;;;;;10.20082999;;;;
C1h3;C;1;h;3;2.451210727;;;;;2.452210727;;;;
C5h1;C;5;h;4;0.065712839;;;;;0.066712839;;;;
C5h2;C;5;h;3;5.408629776;;;;;5.409629776;;;;
